p_val,avg_log2FC,pct.1,pct.2,p_val_adj,expression
0.136335912628331,-0.413204518959081,0.374,0.551,1,Unchanged
0.13634510944252,-0.0833177911450082,0.043,0.103,1,Unchanged
0.136396722209473,-0.147173390561376,0.043,0.13,1,Unchanged
0.136512835083623,-0.181027001430931,0.043,0.154,1,Unchanged
0.136534035963284,-0.159146032227452,0.035,0.135,1,Unchanged
0.136636794478127,-0.0847211911008969,0.043,0.102,1,Unchanged
0.136697103136506,-0.210605631583998,0.043,0.148,1,Unchanged
0.136703705964178,-0.362268426633582,0.313,0.48,1,Unchanged
0.136790492723745,-0.0822643445550188,0.052,0.103,1,Unchanged
0.136999145441863,-0.253944663212153,0.052,0.177,1,Unchanged
0.137030723631352,-0.200143550067268,0.026,0.149,1,Unchanged
0.137115392045792,-0.145809700500303,0.035,0.126,1,Unchanged
0.137200800442924,0.0892583772304954,0.13,0.055,1,Unchanged
0.13724570113371,-0.185254924214888,0.035,0.153,1,Unchanged
0.137292847559752,-0.0885735165965035,0.052,0.104,1,Unchanged
0.137324248860517,-0.103690427667486,0.043,0.107,1,Unchanged
0.137343072929626,-0.0903899411875888,0.052,0.119,1,Unchanged
0.137372339958462,-0.125155159587373,0.035,0.116,1,Unchanged
0.137391352048258,-0.169185704204018,0.043,0.134,1,Unchanged
0.137406129963424,-0.117855638929302,0.035,0.115,1,Unchanged
0.137548748157071,-0.0948552175551701,0.052,0.104,1,Unchanged
0.137567891005447,-0.111381559624518,0.07,0.111,1,Unchanged
0.137574622397247,-0.322604843408524,0.148,0.348,1,Unchanged
0.137691416826734,-0.0917177860014105,0.052,0.105,1,Unchanged
0.137753666288889,0.0329953993349336,0.104,0.069,1,Unchanged
0.137759016673482,-0.255095140746891,0.078,0.216,1,Unchanged
0.137796722276316,-0.176324005149339,0.026,0.137,1,Unchanged
0.137842238330646,-0.124174352251608,0.061,0.111,1,Unchanged
0.137950416647631,-0.0748686013091902,0.052,0.1,1,Unchanged
0.13798538796832,-0.188070717766693,0.043,0.145,1,Unchanged
0.138093972576211,-0.471833454748397,0.496,0.641,1,Unchanged
0.13811347563985,-0.142334389749125,0.052,0.122,1,Unchanged
0.138236664874065,-0.229919106640833,0.043,0.164,1,Unchanged
0.138481009898423,-0.101595009665293,0.043,0.104,1,Unchanged
0.138660768597593,-0.227038516583884,0.043,0.172,1,Unchanged
0.138710065000986,-0.171218864528027,0.035,0.136,1,Unchanged
0.138736608990855,-0.0913143969902198,0.052,0.102,1,Unchanged
0.138773153063748,-0.231836309635123,0.043,0.177,1,Unchanged
0.138919342486665,-0.239971482004819,0.078,0.172,1,Unchanged
0.139035424264284,-0.278352727229342,0.087,0.27,1,Unchanged
0.13918945404809,-0.113667841965868,0.035,0.111,1,Unchanged
0.139271514649364,-0.0769855423212916,0.052,0.102,1,Unchanged
0.139363392624261,-0.153088521407083,0.043,0.131,1,Unchanged
0.139377116543897,-0.272536351439098,0.035,0.196,1,Unchanged
0.139408357310813,-0.123073348200321,0.035,0.116,1,Unchanged
0.139444230412497,-0.0913143969902198,0.061,0.101,1,Unchanged
0.13946082382561,-0.66498617687893,0.817,0.915,1,Unchanged
0.139650060622409,-0.235663089175636,0.043,0.168,1,Unchanged
0.13969739527215,-0.26498140147798,0.043,0.216,1,Unchanged
0.139752150674909,-0.202707007728607,0.017,0.151,1,Unchanged
0.139774503818924,-0.0952904328110841,0.043,0.104,1,Unchanged
0.139837719646617,-0.117855638929302,0.035,0.111,1,Unchanged
0.139862410255127,-0.936658600900131,0.87,0.952,1,Unchanged
0.139977715318765,-0.33588417358588,0.139,0.302,1,Unchanged
0.140029010870231,-0.293027284271065,0.096,0.247,1,Unchanged
0.140043311162137,-0.243724906165863,0.07,0.212,1,Unchanged
0.140050638017298,-0.15921264018429,0.043,0.129,1,Unchanged
0.140098935181086,-0.0812101281830169,0.043,0.103,1,Unchanged
0.140205359784678,-0.112618990563154,0.035,0.111,1,Unchanged
0.140223554068807,-0.42620469462004,0.287,0.405,1,Unchanged
0.140292141849924,-0.198167255181661,0.035,0.151,1,Unchanged
0.140324969266123,-0.31918644473792,0.122,0.299,1,Unchanged
0.140339501202106,-0.199423688293077,0.026,0.152,1,Unchanged
0.140411900276022,-0.0864735234442198,0.052,0.106,1,Unchanged
0.140465857488437,-0.109407020013669,0.043,0.113,1,Unchanged
0.140479198248458,-0.320788549334421,0.157,0.305,1,Unchanged
0.140505196395984,-0.0933902175510662,0.052,0.106,1,Unchanged
0.140524232320383,-0.828484675527003,0.13,0.364,1,Unchanged
0.140669342307406,-0.114122107541456,0.043,0.108,1,Unchanged
0.140692316610763,0.0892583772304954,0.113,0.057,1,Unchanged
0.140880205192814,0.108016435517856,0.122,0.052,1,Unchanged
0.14091161947902,-0.395660535090295,0.374,0.486,1,Unchanged
0.141103546810502,-0.126194939842031,0.035,0.117,1,Unchanged
0.141174772014859,0.115659535621105,0.122,0.05,1,Unchanged
0.141204200129434,-0.120345100831618,0.035,0.111,1,Unchanged
0.141297136738605,-0.196447945798064,0.052,0.16,1,Unchanged
0.14132889082855,0.148477985192134,0.139,0.044,1,Unchanged
0.141333372040817,-0.342026421096031,0.174,0.365,1,Unchanged
0.14137634717831,-0.170236675270424,0.017,0.133,1,Unchanged
0.141394726937143,-0.126194939842031,0.026,0.116,1,Unchanged
0.14148879519465,-0.221260024048663,0.043,0.166,1,Unchanged
0.141902133323187,-0.096060760340762,0.052,0.111,1,Unchanged
0.142065021726565,-0.88839764344285,0.748,0.886,1,Unchanged
0.142094357278073,-0.108915696113689,0.043,0.106,1,Unchanged
0.142188921567861,-0.149758048374625,0.026,0.126,1,Unchanged
0.142309937386705,-0.103690427667486,0.043,0.107,1,Unchanged
0.142348534191285,-0.105782806628726,0.043,0.107,1,Unchanged
0.142535646399785,-0.440201845699286,0.426,0.591,1,Unchanged
0.142565312800799,-0.189240272166067,0.035,0.141,1,Unchanged
0.142565899577134,-0.302917782189749,0.13,0.315,1,Unchanged
0.142613579956433,0.0903128709994941,0.104,0.058,1,Unchanged
0.142689192677752,-0.145809700500303,0.026,0.124,1,Unchanged
0.142704734511012,-0.257472236621973,0.043,0.177,1,Unchanged
0.142753507120692,-0.16718335129287,0.026,0.131,1,Unchanged
0.142779873665605,-0.153088521407083,0.043,0.128,1,Unchanged
0.142788010180337,-0.290891497769911,0.043,0.234,1,Unchanged
0.143270791372262,-0.117236959505434,0.043,0.109,1,Unchanged
0.143407252367475,-0.169219618449388,0.026,0.131,1,Unchanged
0.143544568792792,-0.147694106619335,0.026,0.123,1,Unchanged
0.143682971778519,-0.0802657806156565,0.07,0.101,1,Unchanged
0.143733788014676,-0.222224714850832,0.043,0.156,1,Unchanged
0.143842675516993,-0.239261029337037,0.043,0.148,1,Unchanged
0.144260577529079,0.0914188082256633,0.13,0.054,1,Unchanged
0.144345597147384,-0.191430897539547,0.026,0.146,1,Unchanged
0.144355687304992,-0.302312626173524,0.078,0.231,1,Unchanged
0.144393312843256,-0.117656906917018,0.052,0.112,1,Unchanged
0.144414280105945,-0.16817660092996,0.052,0.131,1,Unchanged
0.144529377081786,-0.177167439865492,0.043,0.14,1,Unchanged
0.1445322024507,-0.330783506827286,0.096,0.297,1,Unchanged
0.144631045382642,-0.144783966336305,0.026,0.123,1,Unchanged
0.144732410635314,-0.269762825994904,0.043,0.196,1,Unchanged
0.144855125718911,-0.0931827698490928,0.043,0.103,1,Unchanged
0.144890094725373,-0.193214641183364,0.035,0.151,1,Unchanged
0.144947326403168,-0.226553885513856,0.043,0.159,1,Unchanged
0.144987917933834,-0.0822643445550188,0.052,0.1,1,Unchanged
0.145049512038596,-0.11325308890351,0.096,0.117,1,Unchanged
0.145089631965502,-0.0864735234442198,0.043,0.104,1,Unchanged
0.145369712573065,-0.132417933132193,0.035,0.117,1,Unchanged
0.145425319762521,-0.129309791806009,0.035,0.117,1,Unchanged
0.145485264473262,-0.178071667435606,0.026,0.146,1,Unchanged
0.145564695945834,-0.0963431107424208,0.035,0.103,1,Unchanged
0.145587722628902,-0.363580564096373,0.243,0.408,1,Unchanged
0.145731015800749,-0.142127232772883,0.052,0.118,1,Unchanged
0.145791572973725,-0.264185758098262,0.096,0.287,1,Unchanged
0.145833703687112,-0.185254924214888,0.026,0.143,1,Unchanged
0.145858534554955,-0.602773898267061,0.609,0.807,1,Unchanged
0.146142835853991,-0.147173390561376,0.052,0.117,1,Unchanged
0.146153076926841,-0.13345249398032,0.035,0.119,1,Unchanged
0.146493138462648,-0.0973950211360075,0.043,0.105,1,Unchanged
0.146509619069652,-0.103690427667486,0.035,0.108,1,Unchanged
0.146562833953844,0.0517958744629886,0.104,0.063,1,Unchanged
0.146565665848866,-0.157044904503286,0.035,0.128,1,Unchanged
0.146599298680831,-0.181258536504592,0.017,0.137,1,Unchanged
0.146791071899381,-0.188422147667209,0.026,0.14,1,Unchanged
0.146811422760125,-0.244874635800564,0.061,0.168,1,Unchanged
0.147171588897299,-0.307113612437345,0.252,0.356,1,Unchanged
0.14717711850529,-0.0868412429752662,0.026,0.102,1,Unchanged
0.147276965205984,-0.337487261480864,0.2,0.352,1,Unchanged
0.147401543579914,-0.173283550829287,0.017,0.132,1,Unchanged
0.14740564396397,0.0122088772454805,0.104,0.074,1,Unchanged
0.147476195480993,-0.321643490533442,0.13,0.31,1,Unchanged
0.1474888292927,-0.0963431107424208,0.043,0.103,1,Unchanged
0.147494493929752,-0.1611595636651,0.043,0.129,1,Unchanged
0.147597073855716,-0.237384962699598,0.061,0.175,1,Unchanged
0.147667888049748,-0.360543874348311,0.209,0.377,1,Unchanged
0.147704840836605,-0.0984461651102957,0.043,0.103,1,Unchanged
0.147800567043269,-0.340115534732559,0.2,0.393,1,Unchanged
0.147831164786434,-0.12827225487464,0.035,0.114,1,Unchanged
0.14784230042918,-0.330307184967439,0.096,0.282,1,Unchanged
0.147852935641835,-0.127233971245163,0.035,0.112,1,Unchanged
0.147933778703513,-0.136551732639207,0.035,0.116,1,Unchanged
0.147974751566907,-0.0923526806196969,0.061,0.107,1,Unchanged
0.14799635915489,-0.289802637956825,0.061,0.187,1,Unchanged
0.148079830937859,-0.271426027521312,0.035,0.205,1,Unchanged
0.148192319193809,0.080278250620463,0.122,0.055,1,Unchanged
0.148321230940777,-0.381017666068047,0.304,0.451,1,Unchanged
0.14839157412376,-0.129309791806009,0.035,0.114,1,Unchanged
0.148462051951702,-0.0944270088575555,0.061,0.103,1,Unchanged
0.148472920126831,-0.101109685620722,0.052,0.103,1,Unchanged
0.148625200087842,-0.204454228646643,0.052,0.134,1,Unchanged
0.148724792502186,-0.131382629865023,0.035,0.117,1,Unchanged
0.148726771435299,-0.113082327286798,0.043,0.111,1,Unchanged
0.148876754874013,-0.162080073807136,0.026,0.126,1,Unchanged
0.149055595395726,-0.184400695472018,0.026,0.138,1,Unchanged
0.149150260111709,-0.132417933132193,0.035,0.116,1,Unchanged
0.149234744843453,-0.0857816064671898,0.043,0.1,1,Unchanged
0.149246517846286,-0.143954297881214,0.043,0.125,1,Unchanged
0.149727027122127,-0.155110518992295,0.035,0.122,1,Unchanged
0.149733775329185,-0.119944987652028,0.035,0.111,1,Unchanged
0.149815638338431,-0.145989129023746,0.035,0.12,1,Unchanged
0.149949321803614,-0.107872155351454,0.043,0.107,1,Unchanged
0.149970060713631,-0.143757502372058,0.035,0.118,1,Unchanged
0.150057887380852,-0.252072248879383,0.052,0.201,1,Unchanged
0.150129038736038,-0.773805390065528,0.47,0.718,1,Unchanged
0.150182388545412,-0.600142758568976,0.043,0.247,1,Unchanged
0.150253146142266,-0.170185839454393,0.043,0.128,1,Unchanged
0.150528855981775,-0.223766879659237,0.087,0.181,1,Unchanged
0.150717650698551,-0.339721593270166,0.209,0.382,1,Unchanged
0.150796640806733,0.113580248973229,0.139,0.048,1,Unchanged
0.150802507017032,-0.196431578597913,0.026,0.141,1,Unchanged
0.150860609736861,-0.0963431107424208,0.043,0.106,1,Unchanged
0.150929870339076,-0.107363265111659,0.035,0.105,1,Unchanged
0.150931769353353,-0.107872155351454,0.043,0.107,1,Unchanged
0.150938490217057,-0.197178091590707,0.035,0.142,1,Unchanged
0.15097610795428,-0.179358065238972,0.026,0.13,1,Unchanged
0.151077705101005,-0.361258964841706,0.235,0.383,1,Unchanged
0.151171474787417,-0.101109685620722,0.043,0.103,1,Unchanged
0.151210460055281,-0.137329873533475,0.026,0.116,1,Unchanged
0.151224569430364,-0.209707967939427,0.017,0.147,1,Unchanged
0.151283248068238,-0.32472462827935,0.174,0.359,1,Unchanged
0.15129257978367,-0.176401881322249,0.017,0.133,1,Unchanged
0.151340469736536,-0.112618990563154,0.035,0.106,1,Unchanged
0.151473197531032,-0.32472462827935,0.104,0.275,1,Unchanged
0.151514652078515,-0.650962325581629,0.183,0.461,1,Unchanged
0.151704555772458,0.13432520235556,0.148,0.044,1,Unchanged
0.151871912901172,-0.3465513439091,0.183,0.371,1,Unchanged
0.152054106138896,-0.195432828097043,0.026,0.142,1,Unchanged
0.152163164308075,-0.789344469968276,0.13,0.369,1,Unchanged
0.152166367476485,-0.134486313473422,0.035,0.116,1,Unchanged
0.1522313807814,-0.728612376085891,0.748,0.909,1,Unchanged
0.152415517636484,-0.168160455997263,0.07,0.125,1,Unchanged
0.152446920733546,-0.122031314900495,0.035,0.111,1,Unchanged
0.152596631546223,-0.337492712679081,0.165,0.31,1,Unchanged
0.152619459830121,-0.297330861447099,0.191,0.337,1,Unchanged
0.152827042144769,-0.0952904328110841,0.043,0.104,1,Unchanged
0.152877186762075,-0.0994965437812951,0.043,0.103,1,Unchanged
0.153050855271932,-0.340294869858099,0.139,0.325,1,Unchanged
0.153145194816952,-0.163136518230168,0.026,0.134,1,Unchanged
0.153218613163859,-0.302535204187756,0.061,0.229,1,Unchanged
0.153300266371346,0.0750767616895623,0.104,0.057,1,Unchanged
0.153328575775465,-0.183393578474129,0.026,0.138,1,Unchanged
0.153473157398621,-0.808130461791197,0.087,0.338,1,Unchanged
0.153513981711503,-0.241324814045375,0.096,0.194,1,Unchanged
0.153580796081568,-0.314886307304294,0.096,0.248,1,Unchanged
0.153704623798474,-0.204050734016439,0.07,0.206,1,Unchanged
0.153807859531577,-0.135519392673233,0.026,0.117,1,Unchanged
0.153880599614909,-0.303432123732273,0.052,0.214,1,Unchanged
0.153902516164211,-0.122789231934416,0.052,0.107,1,Unchanged
0.154270277960933,-0.312613790814433,0.122,0.249,1,Unchanged
0.154315708671914,-0.140673721274393,0.035,0.12,1,Unchanged
0.154486796304734,-0.406833762050257,0.348,0.387,1,Unchanged
0.154561322520686,-0.19443338570107,0.026,0.145,1,Unchanged
0.154772996784925,-0.137583334428523,0.035,0.116,1,Unchanged
0.154780832042106,0.201656919655458,0.113,0.037,1,Unchanged
0.155031319847047,-0.281786472932726,0.078,0.225,1,Unchanged
0.155218679035979,-0.105782806628727,0.043,0.105,1,Unchanged
0.155492133709522,-0.341330690576743,0.174,0.344,1,Unchanged
0.155547175547182,-0.145809700500303,0.035,0.121,1,Unchanged
0.155586852585579,-0.108415943042996,0.035,0.106,1,Unchanged
0.155604625732384,-0.128600888973818,0.043,0.108,1,Unchanged
0.155814892458084,-0.333488037056485,0.157,0.302,1,Unchanged
0.155822006948393,-0.314247928830644,0.174,0.329,1,Unchanged
0.155943109964924,0.149189499761322,0.157,0.041,1,Unchanged
0.156150856313865,-0.181167580728571,0.191,0.187,1,Unchanged
0.156389837312062,-0.110518997410871,0.035,0.106,1,Unchanged
0.156394141986568,-0.269869015267434,0.061,0.213,1,Unchanged
0.15649772771805,-0.106827859221246,0.043,0.103,1,Unchanged
0.156541259697012,-0.170020510596399,0.061,0.134,1,Unchanged
0.156842453012796,-0.0896223679992171,0.043,0.1,1,Unchanged
0.156920262635433,-0.294039630843296,0.139,0.254,1,Unchanged
0.156982085508183,-0.109467853436582,0.035,0.107,1,Unchanged
0.15700212624108,-0.113537860461872,0.052,0.105,1,Unchanged
0.157016628473621,-0.47895157996001,0.513,0.664,1,Unchanged
0.157025470301243,-0.0989140752758411,0.035,0.103,1,Unchanged
0.15706046539213,-0.662752188883726,0.113,0.413,1,Unchanged
0.157108670200215,-0.137583334428523,0.035,0.113,1,Unchanged
0.157115535786506,-0.137583334428523,0.035,0.113,1,Unchanged
0.157134674688438,-0.933495865790532,0.991,0.997,1,Unchanged
0.157136952878985,-0.100546158262579,0.035,0.108,1,Unchanged
0.157321018819198,-0.244866788861594,0.035,0.167,1,Unchanged
0.15745039105702,-0.103144855553861,0.035,0.103,1,Unchanged
0.157726356505313,-0.108915696113689,0.035,0.107,1,Unchanged
0.157875413077321,-0.131075405467923,0.026,0.111,1,Unchanged
0.157971365985333,-0.113667841965868,0.035,0.105,1,Unchanged
0.158288193439409,-0.0931827698490928,0.043,0.1,1,Unchanged
0.158326403714137,-0.221848326891251,0.061,0.162,1,Unchanged
0.158378664871145,-0.138318534571877,0.052,0.115,1,Unchanged
0.158460000511255,-0.337487261480864,0.191,0.392,1,Unchanged
0.158502178707118,-0.120988528414264,0.035,0.106,1,Unchanged
0.15862266307917,-0.342952188739208,0.2,0.418,1,Unchanged
0.15876463795871,-0.760743884717794,0.261,0.464,1,Unchanged
0.158911384414197,-0.318170104406427,0.183,0.364,1,Unchanged
0.159081869300012,0.102473996734659,0.13,0.049,1,Unchanged
0.159269682188196,-0.173232395965675,0.035,0.135,1,Unchanged
0.159637297602665,-0.732494289822808,0.391,0.54,1,Unchanged
0.159651471887162,-0.660877794446712,0.009,0.144,1,Unchanged
0.15971323030261,-0.11156937608187,0.035,0.107,1,Unchanged
0.159811120377177,-0.164097371419127,0.017,0.128,1,Unchanged
0.159866195233579,-0.140673721274393,0.026,0.12,1,Unchanged
0.159952537522873,-0.229467629547212,0.035,0.164,1,Unchanged
0.160065371002974,-0.141702380883669,0.035,0.117,1,Unchanged
0.160106728534947,-0.129309791806009,0.026,0.11,1,Unchanged
0.160404171537219,-0.330262334112014,0.13,0.313,1,Unchanged
0.160596362986385,-0.345601631452731,0.191,0.335,1,Unchanged
0.160607200090453,-0.289014064534137,0.061,0.212,1,Unchanged
0.160720723374246,-0.10630981852167,0.035,0.103,1,Unchanged
0.160738796070691,-0.137329873533475,0.026,0.116,1,Unchanged
0.160740757312474,0.104688417800101,0.122,0.049,1,Unchanged
0.160782525762556,-0.178347420685636,0.026,0.129,1,Unchanged
0.160880226031175,-0.106827859221246,0.035,0.1,1,Unchanged
0.160962698373966,-0.120988528414264,0.026,0.107,1,Unchanged
0.16100336091399,-0.175243121086821,0.035,0.124,1,Unchanged
0.161014251890529,-0.307908376286607,0.052,0.209,1,Unchanged
0.161036040833242,-0.315400223622305,0.061,0.254,1,Unchanged
0.161048411343419,-0.11680982877775,0.035,0.106,1,Unchanged
0.161057660457524,-0.360031497015302,0.235,0.399,1,Unchanged
0.161111921362169,-0.240072184778042,0.035,0.168,1,Unchanged
0.161216447262818,-0.333375633858852,0.104,0.273,1,Unchanged
0.16137895272091,-0.119537979057761,0.026,0.109,1,Unchanged
0.16144108139212,-0.107363265111659,0.035,0.103,1,Unchanged
0.161484673885257,-1.24237017422523,1,0.998,1,Unchanged
0.16148724710257,-0.284524516053339,0.035,0.19,1,Unchanged
0.161661048837647,-0.134486313473422,0.026,0.115,1,Unchanged
0.161680509618363,-0.102088323070985,0.035,0.1,1,Unchanged
0.161791837086229,-0.124114629400984,0.035,0.107,1,Unchanged
0.161836009603927,-0.85841126646301,0.165,0.334,1,Unchanged
0.162362128294165,-0.168201844127891,0.026,0.124,1,Unchanged
0.162396565514169,-0.383264509651212,0.4,0.533,1,Unchanged
0.162425190978519,-0.157984414446405,0.026,0.124,1,Unchanged
0.162438569992218,-0.130030352875404,0.026,0.11,1,Unchanged
0.162853656329168,-0.717831487488691,0.722,0.892,1,Unchanged
0.162984889450551,-0.951633643556425,0.104,0.276,1,Unchanged
0.163058975579855,-0.330682083575749,0.078,0.25,1,Unchanged
0.163121328215592,-0.137583334428523,0.035,0.113,1,Unchanged
0.163331281717496,-0.825820584774116,0.035,0.192,1,Unchanged
0.163371492836415,-0.772267447934799,0.809,0.921,1,Unchanged
0.163760322140709,-0.138614199096099,0.035,0.109,1,Unchanged
0.163786117608985,-0.378080133791488,0.261,0.44,1,Unchanged
0.163897741823718,-0.220821314894943,0.043,0.155,1,Unchanged
0.164203848421546,-0.737006716665667,0.774,0.87,1,Unchanged
0.164367057589591,-0.30778168146567,0.096,0.216,1,Unchanged
0.164411658471832,-0.202993427233397,0.087,0.164,1,Unchanged
0.164462047087008,-0.200700477445646,0.017,0.141,1,Unchanged
0.16451079696622,-0.322307013342211,0.096,0.251,1,Unchanged
0.164661857360192,-0.350966582103715,0.296,0.446,1,Unchanged
0.164668020870487,-0.118484532467772,0.026,0.106,1,Unchanged
0.164708804529725,-0.324599940924284,0.13,0.308,1,Unchanged
0.164837695708776,-0.19742963816099,0.026,0.147,1,Unchanged
0.16488962830237,-0.250599359480507,0.035,0.182,1,Unchanged
0.164904079509001,-0.170211043990438,0.035,0.122,1,Unchanged
0.164913613574815,-0.471569144826625,0.296,0.429,1,Unchanged
0.165331736903672,-0.11680982877775,0.035,0.105,1,Unchanged
0.165387086648465,-0.168193288359587,0.035,0.125,1,Unchanged
0.165594521915056,0.184441441796989,0.148,0.036,1,Unchanged
0.1657486136227,-0.127233971245163,0.035,0.111,1,Unchanged
0.165757303980528,-0.134206028846597,0.026,0.114,1,Unchanged
0.165763735332681,-0.378758889410167,0.261,0.414,1,Unchanged
0.166084562130308,-0.281873286269864,0.157,0.311,1,Unchanged
0.166143731966037,0.0635297674830456,0.104,0.057,1,Unchanged
0.166337909341688,-0.172184032351236,0.035,0.132,1,Unchanged
0.166377189627483,-0.528039812420651,0.452,0.592,1,Unchanged
0.166456100676839,-0.151063685929593,0.043,0.114,1,Unchanged
0.166532391123161,-0.674840125846577,0,0.145,1,Unchanged
0.166532670379607,-0.328735171710177,0.087,0.305,1,Unchanged
0.166609711240058,-0.163170288786246,0.035,0.129,1,Unchanged
0.166718828129504,-0.15181904164069,0.026,0.113,1,Unchanged
0.166837665683887,-0.274711815597315,0.113,0.242,1,Unchanged
0.166878154773941,-0.24615901344294,0.017,0.171,1,Unchanged
0.166901093148241,-0.144592647078295,0.026,0.113,1,Unchanged
0.1669223898366,0.214055939535909,0.13,0.036,1,Unchanged
0.166972987962967,-0.658407685337199,0.113,0.409,1,Unchanged
0.167081332947541,-0.10630981852167,0.035,0.103,1,Unchanged
0.16720074113024,-0.115007886280008,0.043,0.104,1,Unchanged
0.16737654576308,-0.122693711356973,0.026,0.11,1,Unchanged
0.167416470974943,-0.19243242138462,0.026,0.14,1,Unchanged
0.167497637743695,-0.383501258219633,0.252,0.386,1,Unchanged
0.167777136007065,-0.107837928117116,0.052,0.109,1,Unchanged
0.167895300151926,-0.244866788861594,0.035,0.16,1,Unchanged
0.167901236448896,-0.224754881976012,0.087,0.199,1,Unchanged
0.16823376997153,-0.121642567382685,0.026,0.103,1,Unchanged
0.168273435743768,-0.0904958287275319,0.096,0.101,1,Unchanged
0.168318054567237,-0.230959261726184,0.026,0.147,1,Unchanged
0.168409703012241,-0.718469623011117,0.365,0.657,1,Unchanged
0.168472015762997,-0.323473803141018,0.087,0.278,1,Unchanged
0.168515642337125,-0.121642567382685,0.026,0.105,1,Unchanged
0.168519179023078,-0.352462599612218,0.148,0.318,1,Unchanged
0.168661238563132,-0.110518997410871,0.035,0.104,1,Unchanged
0.168758980861598,-0.195948935519475,0.043,0.15,1,Unchanged
0.168868284802031,-0.244236409465279,0.043,0.173,1,Unchanged
0.169034629557625,-0.10420061486983,0.035,0.101,1,Unchanged
0.16911912458347,-0.145809700500303,0.035,0.117,1,Unchanged
0.169355517269846,-0.149905359861034,0.035,0.114,1,Unchanged
0.169548021945333,-0.34962639258161,0.13,0.345,1,Unchanged
0.169577774652608,-0.363960670814654,0.148,0.293,1,Unchanged
0.169603130943507,-0.76967190459904,0.417,0.702,1,Unchanged
0.169821380903662,-0.306434537329072,0.087,0.253,1,Unchanged
0.170132018991142,-0.819922290271563,0.913,0.96,1,Unchanged
0.170291811049227,-0.18454697023109,0.017,0.132,1,Unchanged
0.170527697278647,-0.234707345489879,0.043,0.166,1,Unchanged
0.171083256372465,-0.128984542723853,0.026,0.107,1,Unchanged
0.171086924104347,-0.113667841965868,0.026,0.101,1,Unchanged
0.171103142939253,-0.107872155351454,0.035,0.103,1,Unchanged
0.171120897738743,-0.361250504304464,0.322,0.487,1,Unchanged
0.171608176624168,0.224971907146835,0.165,0.028,1,Unchanged
0.171649477138342,-0.136551732639207,0.026,0.111,1,Unchanged
0.171666380308162,-0.136289343347086,0.026,0.111,1,Unchanged
0.172028039924916,-0.199155741031149,0.026,0.142,1,Unchanged
0.172330369689736,-0.35562844070598,0.104,0.285,1,Unchanged
0.172331038126488,-0.232263767799203,0.052,0.145,1,Unchanged
0.172422480716077,-0.168193288359587,0.035,0.122,1,Unchanged
0.172721871085789,-0.123073348200321,0.035,0.107,1,Unchanged
0.172754586984206,-0.242335625210229,0.043,0.153,1,Unchanged
0.172810193442699,-0.260479042086688,0.043,0.179,1,Unchanged
0.172924744285172,-0.31230005915268,0.087,0.253,1,Unchanged
0.17303420416147,-0.311436945132985,0.078,0.269,1,Unchanged
0.173132853518004,-0.17417946149492,0.043,0.129,1,Unchanged
0.173252849734845,-0.117855638929302,0.035,0.107,1,Unchanged
0.173491734410389,-0.186412822772922,0.026,0.13,1,Unchanged
0.17390105676526,-0.263727291195604,0.026,0.178,1,Unchanged
0.173916972892812,-0.184400695472018,0.026,0.129,1,Unchanged
0.174055421412055,-0.109467853436582,0.026,0.101,1,Unchanged
0.174130137881403,-0.490058718073023,0.478,0.671,1,Unchanged
0.174353313867552,-0.123073348200321,0.035,0.104,1,Unchanged
0.174502753533432,-0.296169792012948,0.183,0.299,1,Unchanged
0.174726297545906,-0.20605624293716,0.035,0.151,1,Unchanged
0.174805353959288,-0.0978544387677647,0.026,0.1,1,Unchanged
0.174874990749037,-0.220821314894943,0.052,0.165,1,Unchanged
0.174881077520504,-0.276172369350496,0.043,0.197,1,Unchanged
0.175086311529597,-0.11743031609577,0.026,0.102,1,Unchanged
0.175278140359393,-0.32034013935429,0.078,0.243,1,Unchanged
0.175396950902867,-0.308844500516461,0.087,0.264,1,Unchanged
0.175517391956708,-0.236224995722521,0.035,0.148,1,Unchanged
0.175534668733235,-0.112147648015082,0.026,0.103,1,Unchanged
0.175715365094122,-0.293535205936804,0.052,0.204,1,Unchanged
0.175758069501375,-0.131075405467923,0.026,0.113,1,Unchanged
0.175905031144255,-0.352294756549858,0.157,0.366,1,Unchanged
0.176192838803679,-0.110029152713867,0.026,0.103,1,Unchanged
0.176215202709449,-0.118900691521821,0.035,0.101,1,Unchanged
0.176231785478039,-0.345044612658945,0.174,0.378,1,Unchanged
0.176515480692214,-0.286890108654754,0.13,0.277,1,Unchanged
0.176562991906963,-0.232684094933784,0.052,0.155,1,Unchanged
0.176788244500089,-0.235825016898,0.026,0.17,1,Unchanged
0.176789844925692,-0.186412822772922,0.026,0.136,1,Unchanged
0.176987253898901,-0.120988528414264,0.035,0.103,1,Unchanged
0.17717083005674,-0.176324005149339,0.026,0.127,1,Unchanged
0.17740685398754,-0.321536749424258,0.183,0.33,1,Unchanged
0.17742617191738,-0.277719827442535,0.104,0.264,1,Unchanged
0.17772813864684,-0.142935805046192,0.043,0.118,1,Unchanged
0.17776835138812,-0.219022282812488,0.061,0.135,1,Unchanged
0.177913372772156,-0.165126764998932,0.017,0.12,1,Unchanged
0.177920501437226,-0.154905021514433,0.026,0.115,1,Unchanged
0.17795995920887,-0.155835673589562,0.017,0.116,1,Unchanged
